[0, 0;
 34.25482929645562, 2.04690034468015;
 34.35431534212555, 2.062907091688599;
 34.45379333457676, 2.078963811487801;
 34.55326330007753, 2.095070182777051;
 34.65272526537324, 2.111225884320076;
 34.75217925768323, 2.127430594945015;
 34.85162530469769, 2.143683993544395;
 34.95106343457459, 2.159985759075095;
 35.05049367593654, 2.176335570558302;
 35.14991605786773, 2.192733107079464;
 35.24933060991076, 2.209178047788235;
 35.34873736206364, 2.225670071898406;
 35.44813634477657, 2.242208858687836;
 35.54752758894896, 2.258794087498376;
 35.64691112592624, 2.275425437735779;
 35.7462869874968, 2.29210258886961;
 35.84565520588892, 2.308825220433145;
 35.94501581376761, 2.325593012023264;
 36.04436884423158, 2.342405643300335;
 36.1437143308101, 2.359262793988097;
 36.24305230745993, 2.37616414387353;
 36.34238280856224, 2.393109372806719;
 36.44170586891946, 2.410098160700715;
 36.54102152375229, 2.427130187531384;
 36.64032980869649, 2.444205133337255;
 36.7396307597999, 2.461322678219357;
 36.83892441351929, 2.478482502341051;
 36.93821080671727, 2.495684285927854;
 37.03748997665927, 2.51292770926726;
 37.13676196101035, 2.530212452708551;
 37.23602679783222, 2.547538196662603;
 37.33528452558007, 2.564904621601688;
 37.43453518309957, 2.582311408059263;
 37.53377880962372, 2.599758236629759;
 37.6330154447698, 2.617244787968364;
 37.73224512853627, 2.634770742790796;
 37.83146790129974, 2.652335781873071;
 37.93068380381183, 2.669939586051265;
 38.02989287719613, 2.687581836221274;
 38.12909516294512, 2.705262213338561;
 38.22829070291707, 2.722980398417905;
 38.32747953933301, 2.740736072533133;
 38.42666171477359, 2.758528916816859;
 38.52583727217611, 2.776358612460213;
 38.62500625483131, 2.794224840712555;
 38.72416870638043, 2.812127282881196;
 38.82332467081205, 2.83006562033111;
 38.92247419245908, 2.848039534484636;
 39.02161731599563, 2.866048706821175;
 39.12075408643402, 2.884092818876891;
 39.21988454912163, 2.902171552244393;
 39.31900874973789, 2.920284588572423;
 39.41812673429119, 2.938431609565527;
 39.51723854911584, 2.956612296983735;
 39.61634424086896, 2.974826332642226;
 39.71544385652746, 2.993073398410987;
 39.81453744338497, 3.011353176214475;
 39.91362504904878, 3.029665348031264;
 40.01270672143673, 3.048009595893698;
 40.11178250877424, 3.066385601887528;
 40.21085245959117, 3.084793048151549;
 40.30991662271882, 3.103231616877237;
 40.40897504728682, 3.121700990308373;
 40.50802778272011, 3.140200850740665;
 40.60707487873589, 3.158730880521369;
 40.70611638534054, 3.177290762048901;
 40.80515235282655, 3.195880177772442;
 40.90418283176952, 3.214498810191549;
 41.00320787302508, 3.23314634185575;
 41.10222752772582, 3.251822455364139;
 41.20124184727828, 3.270526833364969;
 41.30025088335983, 3.289259158555237;
 41.39925468791572, 3.308019113680267;
 41.49825331315593, 3.326806381533286;
 41.59724681155219, 3.345620644954998;
 41.69623523583491, 3.364461586833154;
 41.79521863899014, 3.383328890102118;
 41.89419707425649, 3.402222237742427;
 41.99317059512214, 3.421141312780347;
 42.09213925532174, 3.440085798287427;
 42.19110310883342, 3.45905537738005;
 42.29006220987571, 3.478049733218975;
 42.38901661290448, 3.497068549008881;
 42.48796637260998, 3.516111507997903;
 42.58691154391369, 3.535178293477168;
 42.68585218196536, 3.554268588780322;
 42.78478834213993, 3.573382077283058;
 42.88372008003451, 3.592518442402642;
 42.98264745146535, 3.611677367597427;
 43.08157051246474, 3.630858536366374;
 43.18048931927807, 3.650061632248558;
 43.27940392836072, 3.669286338822686;
 43.37831439637503, 3.688532339706595;
 43.4772207801873, 3.707799318556758;
 43.57612313686473, 3.727086959067782;
 43.6750215236724, 3.746394944971904;
 43.77391599807021, 3.765722960038487;
 43.87280661770987, 3.785070688073503;
 43.97169344043186, 3.804437812919026;
 44.07057652426241, 3.823824018452712;
 44.16945592741043, 3.84322898858728;
 44.26833170826453, 3.862652407269992;
 44.36720392538997, 3.882093958482126;
 44.46607263752559, 3.901553326238447;
 44.56493790358086, 3.921030194586679;
 44.66379978263277, 3.94052424760697;
 44.76265833392286, 3.960035169411355;
 44.86151361685417, 3.979562644143218;
 44.96036569098821, 3.999106355976754;
 45.05921461604192, 4.018665989116418;
 45.15806045188469, 4.038241227796385;
 45.25690325853527, 4.057831756279998;
 45.35574309615882, 4.077437258859219;
 45.4545800250638, 4.097057419854075;
 45.55341410569902, 4.116691923612097;
 45.65224539865056, 4.136340454507772;
 45.7510739646388, 4.156002696941975;
 45.84989986451534, 4.175678335341408;
 45.94872315926001, 4.195367054158037;
 46.04754390997785, 4.215068537868527;
 46.14636217789608, 4.234782470973669;
 46.24517802436107, 4.254508537997813;
 46.34399151083532, 4.274246423488296;
 46.44280269889447, 4.293995812014864;
 46.54161165022422, 4.313756388169101;
 46.64041842661737, 4.333527836563849;
 46.73922308997077, 4.353309841832625;
 46.8380257022823, 4.373102088629048;
 46.93682632564786, 4.392904261626248;
 47.03562502225832, 4.412716045516287;
 47.13442185439657, 4.432537125009571;
 47.23321688443443, 4.452367184834262;
 47.33201017482968, 4.472205909735694;
 47.43080178812298, 4.492052984475774;
 47.52959178693496, 4.511908093832401;
 47.62838023396307, 4.531770922598867;
 47.72716719197869, 4.551641155583264;
 47.825952723824, 4.571518477607888;
 47.92473689240907, 4.591402573508646;
 48.02351976070874, 4.611293128134459;
 48.12230139175968, 4.631189826346656;
 48.22108184865736, 4.651092353018386;
 48.319861194553, 4.67100039303401;
 48.41863949265057, 4.690913631288501;
 48.51741680620381, 4.710831752686843;
 48.61619319851315, 4.730754442143431;
 48.71496873292276, 4.750681384581463;
 48.81374347281749, 4.770612264932337;
 48.91251748161987, 4.790546768135048;
 49.01129082278711, 4.81048457913558;
 49.11006355980805, 4.830425382886302;
 49.20883575620018, 4.850368864345361;
 49.3076074755066, 4.870314708476075;
 49.40637878129302, 4.890262600246325;
 49.50514973714476, 4.910212224627947;
 49.60392040666368, 4.930163266596126;
 49.70269085346525, 4.950115411128786;
 49.80146114117545, 4.970068343205982;
 49.90023133342782, 4.990021747809291;
 49.99900149386041, 5.009975309921201;
 50.09777168611277, 5.02992871452451;
 50.19654197382297, 5.049881646601706;
 50.29531242062454, 5.069833791134366;
 50.39408309014347, 5.089784833102545;
 50.4928540459952, 5.109734457484167;
 50.59162535178162, 5.129682349254417;
 50.69039707108804, 5.149628193385131;
 50.78916926748017, 5.16957167484419;
 50.88794200450111, 5.189512478594912;
 50.98671534566835, 5.209450289595444;
 51.08548935447074, 5.229384792798155;
 51.18426409436547, 5.249315673149029;
 51.28303962877508, 5.269242615587061;
 51.38181602108442, 5.289165305043649;
 51.48059333463765, 5.309083426441991;
 51.57937163273522, 5.328996664696482;
 51.67815097863086, 5.348904704712106;
 51.77693143552854, 5.368807231383836;
 51.87571306657949, 5.388703929596034;
 51.97449593487916, 5.408594484221846;
 52.07328010346422, 5.428478580122604;
 52.17206563530954, 5.448355902147228;
 52.27085259332515, 5.468226135131625;
 52.36964104035327, 5.488088963898091;
 52.46843103916524, 5.507944073254718;
 52.56722265245855, 5.527791147994798;
 52.66601594285379, 5.54762987289623;
 52.76481097289165, 5.567459932720921;
 52.8636078050299, 5.587281012214205;
 52.96240650164037, 5.607092796104244;
 53.06120712500592, 5.626894969101444;
 53.16000973731745, 5.646687215897867;
 53.25881440067085, 5.666469221166643;
 53.357621177064, 5.686240669561391;
 53.45643012839376, 5.706001245715628;
 53.5552413164529, 5.725750634242196;
 53.65405480292716, 5.745488519732679;
 53.75287064939214, 5.765214586756823;
 53.85168891731037, 5.784928519861965;
 53.95050966802821, 5.804630003572455;
 54.04933296277289, 5.824318722389084;
 54.14815886264942, 5.843994360788517;
 54.24698742863766, 5.86365660322272;
 54.3458187215892, 5.883305134118395;
 54.44465280222443, 5.902939637876417;
 54.54348973112941, 5.922559798871273;
 54.64232956875295, 5.942165301450494;
 54.74117237540354, 5.961755829934107;
 54.8400182112463, 5.981331068614074;
 54.93886713630002, 6.000890701753738;
 55.03771921043406, 6.020434413587274;
 55.13657449336537, 6.039961888319137;
 55.23543304465546, 6.059472810123522;
 55.33429492370737, 6.078966863143812;
 55.43316018976263, 6.098443731492044;
 55.53202890189826, 6.117903099248365;
 55.63090111902369, 6.137344650460499;
 55.72977689987779, 6.156768069143212;
 55.82865630302582, 6.17617303927778;
 55.92753938685636, 6.195559244811466;
 56.02642620957835, 6.214926369656989;
 56.12531682921802, 6.234274097692005;
 56.22421130361582, 6.253602112758587;
 56.32310969042349, 6.27291009866271;
 56.42201204710093, 6.292197739173735;
 56.5209184309132, 6.311464718023897;
 56.61982889892751, 6.330710718907806;
 56.71874350801015, 6.349935425481934;
 56.81766231482348, 6.369138521364118;
 56.91658537582288, 6.388319690133064;
 57.01551274725371, 6.407478615327849;
 57.11444448514829, 6.426614980447432;
 57.21338064532286, 6.445728468950169;
 57.31232128337453, 6.464818764253323;
 57.41126645467824, 6.483885549732587;
 57.51021621438374, 6.50292850872161;
 57.60917061741252, 6.521947324511515;
 57.7081297184548, 6.54094168035044;
 57.80709357196648, 6.559911259443063;
 57.90606223216609, 6.578855744950143;
 58.00503575303173, 6.597774819988063;
 58.10401418829809, 6.616668167628371;
 58.20299759145331, 6.635535470897336;
 58.30198601573603, 6.654376412775493;
 58.4009795141323, 6.673190676197205;
 58.49997813937251, 6.691977944050223;
 58.59898194392839, 6.710737899175253;
 58.69799098000995, 6.729470224365522;
 58.7970052995624, 6.748174602366352;
 58.89602495426315, 6.766850715874741;
 58.99504999551871, 6.785498247538941;
 59.09408047446168, 6.804116879958048;
 59.19311644194769, 6.82270629568159;
 59.29215794855233, 6.841266177209121;
 59.39120504456811, 6.859796206989826;
 59.49025778000141, 6.878296067422118;
 59.58931620456941, 6.896765440853255;
 59.68838036769705, 6.915204009578943;
 59.78745031851398, 6.933611455842964;
 59.8865261058515, 6.951987461836794;
 59.98560777823945, 6.970331709699227;
 60.08469538390325, 6.988643881516017;
 60.18378897076077, 7.006923659319505;
 60.28288858641927, 7.025170725088267;
 60.38199427817239, 7.043384760746758;
 60.48110609299703, 7.061565448164966;
 60.58022407755033, 7.07971246915807;
 60.67934827816659, 7.0978255054861;
 60.7784787408542, 7.115904238853602;
 60.87761551129259, 7.133948350909319;
 60.97675863482915, 7.151957523245859;
 61.07590815647617, 7.169931437399383;
 61.1750641209078, 7.187869774849298;
 61.27422657245692, 7.205772217017939;
 61.37339555511212, 7.22363844527028;
 61.47257111251463, 7.241468140913634;
 61.57175328795522, 7.259260985197361;
 61.67094212437115, 7.277016659312589;
 61.7701376643431, 7.294734844391932;
 61.86933995009209, 7.31241522150922;
 61.96854902347639, 7.330057471679229;
 62.06776492598848, 7.347661275857424;
 62.16698769875195, 7.365226314939698;
 62.26621738251843, 7.38275226976213;
 62.3654540176645, 7.400238821100736;
 62.46469764418865, 7.417685649671232;
 62.56394830170815, 7.435092436128807;
 62.66320602945601, 7.452458861067892;
 62.76247086627787, 7.469784605021944;
 62.86174285062896, 7.487069348463235;
 62.96102202057095, 7.504312771802641;
 63.06030841376894, 7.521514555389444;
 63.15960206748832, 7.538674379511138;
 63.25890301859173, 7.555791924393239;
 63.35821130353594, 7.57286687019911;
 63.45752695836876, 7.589898897029779;
 63.55685001872599, 7.606887684923775;
 63.65618051982829, 7.623832913856964;
 63.75551849647813, 7.640734263742396;
 63.85486398305665, 7.657591414430159;
 63.95421701352061, 7.67440404570723;
 64.0535776213993, 7.691171837297349;
 64.15294583979141, 7.707894468860884;
 64.25232170136198, 7.724571619994715;
 64.35170523833925, 7.741202970232118;
 64.45109648251163, 7.757788199042658;
 64.55049546522457, 7.774326985832087;
 64.64990221737745, 7.790819009942258;
 64.74931676942049, 7.807263950651028;
 64.84873915135167, 7.823661487172191;
 64.94816939271362, 7.840011298655398;
 65.04760752259053, 7.856313064186097;
 65.14705356960499, 7.872566462785477;
 65.24650756191498, 7.888771173410417;
 65.3459695272107, 7.904926874953441;
 65.44543949271147, 7.921033246242691;
 65.54491748516269, 7.937089966041893;
 65.64440353083262, 7.953096713050342;
 65.74389765550939, 7.969053165902889;
 65.84339988449783, 7.984959003169936;
 65.94291024261635, 8.000813903357443;
 66.04242875419388, 8.016617544906934;
 66.14195544306674, 8.032369606195521;
 66.24149033257548, 8.048069765535933;
 66.34103344556186, 8.063717701176543;
 66.44058480436567, 8.079313091301419;
 66.54014443082164, 8.094855614030372;
 66.63971234625633, 8.110344947419016;
 66.73928857148499, 8.125780769458835;
 66.83887312680847, 8.141162758077261;
 66.9384660320101, 8.156490591137752;
 67.03806730635259, 8.171763946439892;
 67.13767696857485, 8.186982501719484;
 67.23729503688897, 8.202145934648664;
 67.33692152897699, 8.217253922836017;
 67.43655646198786, 8.232306143826701;
 67.5361998525343, 8.247302275102586;
 67.63585171668964, 8.262241994082388;
 67.73551206998479, 8.277124978121831;
 67.83518092740502, 8.291950904513803;
 67.93485830338686, 8.306719450488521;
 68.03454421181502, 8.321430293213716;
 68.13423866601922, 8.336083109794814;
 68.23394167877108, 8.350677577275134;
 68.333653262281, 8.36521337263609;
 68.43337342819504, 8.37969017279741;
 68.53310218759174, 8.394107654617354;
 68.63283955097906, 8.408465494892944;
 68.73258552829121, 8.42276337036021;
 68.83234012888553, 8.437000957694435;
 68.93210336153938, 8.451177933510419;
 69.03187523444697, 8.465293974362741;
 69.13165575521626, 8.479348756746044;
 69.23144493086582, 8.493341957095316;
 69.33124276782168, 8.507273251786192;
 69.43104927191423, 8.521142317135254;
 69.53086444837506, 8.534948829400355;
 69.63068830183383, 8.548692464780933;
 69.73052083631515, 8.562372899418358;
 69.83036205523543, 8.575989809396267;
 69.93021196139974, 8.589542870740923;
 70.03007055699868, 8.603031759421578;
 70.12993784360526, 8.61645615135085;
 70.22981382217175, 8.6298157223851;
 70.32969849302651, 8.643110148324832;
 70.42959185587093, 8.656339104915093;
 70.52949390977619, 8.669502267845891;
 70.62940465318022, 8.682599312752616;
 70.72932408388446, 8.695629915216474;
 70.82925219905084, 8.70859375076493;
 70.92918899519853, 8.721490494872166;
 71.02913446820085, 8.734319822959545;
 71.12908861328215, 8.747081410396087;
 71.2290514250146, 8.759774932498946;
 71.32902289731511, 8.772400064533921;
 71.42900302344218, 8.78495648171595;
 71.52899179599271, 8.797443859209635;
 71.62898920689894, 8.80986187212976;
 71.72899524742522, 8.822210195541844;
 71.82900990816492, 8.834488504462675;
